gisid,landarea,buildingvalue,landvalue,owner_name,geometry,pct_bldg
137-2,24908,21309700,16419400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1136890000324, -71.1137026107047, -71.1137365925524, -71.1139427697737, -71.1139997053571, -71.114035443779, -71.114096708599, -71.1141575663985, -71.1143055600248, -71.1143149629206, -71.1143229923446, -71.1143296154718, -71.1143346102539, -71.1143382273788, -71.114340257348, -71.1143406177783, -71.1143396130984, -71.1143367538377, -71.1143327885207, -71.1142753108392, -71.1142568150896, -71.1142549312095, -71.1142523441743, -71.114249313041, -71.1142455417443, -71.1142411454927, 
-71.1142362723189, -71.114230913854, -71.1142248976105, -71.1142186181248, -71.1142119029095, -71.1142049286366, -71.11419751445, -71.1141898412057, -71.1141822503472, -71.1141743592383, -71.1141665135074, -71.114158635121, -71.1141507934082, -71.1139006670311, -71.1138891658748, -71.1136984657324, -71.1136890000324, 42.3753020668755, 42.3752307667021, 42.375084072939, 42.3751080896616, 42.374875034566, 42.3747132542007, 42.3747470746275, 42.374780893656, 42.3748664561944, 42.3748781500281, 42.3748905252743, 
42.3749028958052, 42.3749152608765, 42.3749289933651, 42.3749420345145, 42.3749557560848, 42.3749687870604, 42.3749824978365, 42.3749955188863, 42.3752326884271, 42.3753101464479, 42.3753156282751, 42.3753211077445, 42.3753265857246, 42.3753320612227, 42.3753368486068, 42.3753409483735, 42.3753457325306, 42.3753491424455, 42.3753532374953, 42.3753559590475, 42.3753586797305, 42.3753607129196, 42.3753627452395, 42.375363405799, 42.3753647513691, 42.3753647250548, 42.3753639851717, 42.3753633002924, 
42.3753302182137, 42.3753288075755, 42.3753034706985, 42.3753020668755)))",0.5648080659225903
132-75,3999,434500,1346200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1151721843659, -71.1152938172721, -71.1153030517133, -71.1154379055133, -71.1153116600578, -71.1151721843659, 42.3693997330155, 42.3691387666646, 42.369141541625, 42.3691769795254, 42.3694358725419, 42.3693997330155)))",0.24400516650755322
167-99,1141,0,129600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1234325651631, -71.1235152098154, -71.1235278669999, -71.1235416797624, -71.1235564584901, -71.1235723146964, -71.1235891371945, -71.1236068943789, -71.1236239798606, -71.1235272217941, -71.1235163782286, -71.1234935561118, -71.1234719264254, -71.1234517071329, -71.1234325651631, 42.3747896765366, 42.3747391817258, 42.3747515714695, 42.3747625655171, 42.3747729315876, 42.3747825877236, 42.3747915610013, 42.3747991378586, 42.3748074534146, 42.3748599601687, 42.3748537505208, 42.374839269454, 
42.37482342025, 42.3748068896408, 42.3747896765366)))",0
133-56,506,300,131400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1164082518544, -71.1164269343755, -71.1165553646519, -71.1165384501814, -71.1164082518544, 42.3722899422466, 42.3722543315864, 42.3722883746711, 42.3723253632824, 42.3722899422466)))",0.002277904328018223
160-74,2028,1106400,2778900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1178908485815, -71.1178892419403, -71.1180364616333, -71.118037953364, -71.1179767436235, -71.1179054423836, -71.1178303976556, -71.1178931424717, -71.1179392530344, -71.1178908485815, 42.3727437504856, 42.3727428413196, 42.3727827197128, 42.3727831242717, 42.3728871957904, 42.3730076981935, 42.3729882403869, 42.3728629074794, 42.3727711341852, 42.3727437504856)))",0.28476565516176355
214-63,2637,1158700,1132300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1242199250037, -71.1242780927782, -71.1243084535266, -71.1244266277556, -71.1243194549751, -71.1242162547183, -71.1242350066553, -71.1242199250037, 42.3798468272384, 42.379830552814, 42.3798224197605, 42.3800224365438, 42.3800701078069, 42.3798852322002, 42.3798811773483, 42.3798468272384)))",0.5057616761239634
131-68,24734,0,16937800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1151055616327, -71.1150296060087, -71.1150231302546, -71.1147673730187, -71.1147631571159, -71.1147696953681, -71.1147752963118, -71.1150683043686, -71.1151215081413, -71.1151870947053, -71.1155701665367, -71.1155966939528, -71.1159599952555, -71.1163527277629, -71.1165312051284, -71.1166750719073, -71.1167417981177, -71.1168106377785, -71.11681569493, -71.1168870052314, -71.1169434588788, -71.1169473356663, -71.1169539874145, -71.1158507018841, -71.1157135623053, -71.1155733926951, 
-71.115433001225, -71.1152883997704, -71.1151476057654, -71.1151055616327, 42.3687937553441, 42.368772920586, 42.3687728989124, 42.3687693259966, 42.3687020545692, 42.3686918136217, 42.3686835727103, 42.368683181603, 42.3686847316763, 42.368700729552, 42.3688049133285, 42.3688118621742, 42.3689056882876, 42.3690099016989, 42.3690585181683, 42.3690967287398, 42.3691141015605, 42.3691307953641, 42.3691328702679, 42.369157118464, 42.3692698135784, 42.3692773726965, 42.3692911152254, 42.3689938197797, 
42.3689570026868, 42.3689194892839, 42.3688819749676, 42.3688430743603, 42.3688048723285, 42.3687937553441)))",0
143-7,7722,1913200,1417600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1126090978066, -71.1126271643143, -71.1126388368726, -71.1126540478392, -71.1130476269865, -71.1130224097239, -71.113005042497, -71.1126090978066, 42.3761209709581, 42.3760414537096, 42.3759907276832, 42.3759242351552, 42.3759749530048, 42.3760921498119, 42.376172382931, 42.3761209709581)))",0.5743965413714422
143-15,5385,6558800,3050100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1126540478392, -71.1126858852015, -71.1128628436094, -71.1130785962822, -71.1130476269865, -71.1126540478392, 42.3759242351552, 42.3757837086577, 42.3758050220582, 42.3758309933932, 42.3759749530048, 42.3759242351552)))",0.6825755289367149
142-21,10517,2730400,1497800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1117966727781, -71.1118244562162, -71.1120777351546, -71.1119909812038, -71.1117151997956, -71.111764571318, -71.1117966727781, 42.3767118367296, 42.3765977230762, 42.3766301625575, 42.3769933882905, 42.3770532878594, 42.3768473206942, 42.3767118367296)))",0.6457594248143418
160-54,5969,2520600,2397600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1172832194988, -71.1172841569505, -71.1173613087448, -71.1176823153675, -71.1176741031202, -71.1176380134575, -71.1176192530235, -71.1176037577654, -71.1174867033488, -71.1172832194988, 42.3726310362746, 42.3726290087792, 42.3724591328868, 42.3725377203047, 42.3725555294874, 42.3726363596967, 42.372678830473, 42.3727137658985, 42.3726831919126, 42.3726310362746)))",0.5125045748444553
143-16,4467,1292500,1870800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1126858852015, -71.1127117852864, -71.1129001672089, -71.1131031221735, -71.1130785962822, -71.1128628436094, -71.1126858852015, 42.3757837086577, 42.3756699168627, 42.375693189516, 42.3757178829096, 42.3758309933932, 42.3758050220582, 42.3757837086577)))",0.4085922928587235
161-1,3640,2490400,2492700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1184080376222, -71.1184106528824, -71.1185176401367, -71.1186733754927, -71.1185698508219, -71.118503158436, -71.1184080376222, 42.3718184386796, 42.3718143312446, 42.3716363213064, 42.3717020094309, 42.3718766008997, 42.371853055108, 42.3718184386796)))",0.49976921996347656
162-48,2489,2354800,1433700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1197959787555, -71.1198416212331, -71.1198747674646, -71.1198856307972, -71.1199181354848, -71.1200380963693, -71.1198873301901, -71.1197959787555, 42.372138602996, 42.3720564316449, 42.3719968575864, 42.3719996375578, 42.3719421194215, 42.3720001412737, 42.372178693961, 42.372138602996)))",0.6215652632968193
156-26,42820,5884000,10165900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1189677625582, -71.1189935261415, -71.1190106177765, -71.1190180595082, -71.1190450237781, -71.1191195070741, -71.1193942507031, -71.1194980758348, -71.1196384641397, -71.1196103261352, -71.1195839030829, -71.1195572577596, -71.1193898204358, -71.1189677625582, 42.381616626173, 42.38137043143, 42.3812181922727, 42.3811379529332, 42.3808828439081, 42.3808865206054, 42.3808984061295, 42.3809035516823, 42.3809095040471, 42.3811632372873, 42.3814025698224, 42.3816419016039, 42.3816344876305, 
42.381616626173)))",0.3666066455242712
156-26,42820,16627100,10257100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1189677625582, -71.1189935261415, -71.1190106177765, -71.1190180595082, -71.1190450237781, -71.1191195070741, -71.1193942507031, -71.1194980758348, -71.1196384641397, -71.1196103261352, -71.1195839030829, -71.1195572577596, -71.1193898204358, -71.1189677625582, 42.381616626173, 42.38137043143, 42.3812181922727, 42.3811379529332, 42.3808828439081, 42.3808865206054, 42.3808984061295, 42.3809035516823, 42.3809095040471, 42.3811632372873, 42.3814025698224, 42.3816419016039, 42.3816344876305, 
42.381616626173)))",0.6184710722282977
145-37,11803,0,8082700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1129121370614, -71.1133620738685, -71.1133984800781, -71.1134366829076, -71.1134943227235, -71.1129818735074, -71.1129566842991, -71.1129121370614, 42.377516665345, 42.377407043534, 42.3774997782801, 42.3774923604617, 42.3776352458158, 42.377726821397, 42.3776457865626, 42.377516665345)))",0
167-72,4800,399700,1812200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1247369071399, -71.1247427699707, -71.1247916457778, -71.1248184147348, -71.1250244824814, -71.1250342035759, -71.1250225024834, -71.1249498962328, -71.1247369071399, 42.3754113548116, 42.3753962815483, 42.3752674696532, 42.3751968971401, 42.375240129564, 42.375242191863, 42.3752682223936, 42.3754545825021, 42.3754113548116)))",0.1807043718070437
169-94,45387,37396600,24473200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.121254059466, -71.1210477555722, -71.1211670647745, -71.121230417999, -71.1212385514829, -71.1212861186133, -71.1213130398423, -71.1215434946353, -71.1217296464815, -71.121830388871, -71.1222202353316, -71.1217897397968, -71.1217586081098, -71.1217151322517, -71.1216723421907, -71.1213653749199, -71.1213588656627, -71.121254059466, 42.3751536602633, 42.3749526636343, 42.3748858268515, 42.3748496765203, 42.3748449011755, 42.3748183305269, 42.3748032993183, 42.3746730283098, 42.3745679938281, 
42.3745113855699, 42.3748769419801, 42.375231570665, 42.3752575369837, 42.3752930669511, 42.3752572533082, 42.3750621003168, 42.3750675670344, 42.3751536602633)))",0.6044402923558828
169-8,1536,0,351400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1197378137832, -71.1199584289283, -71.1199574082728, -71.1197504688313, -71.119745456144, -71.1197378137832, 42.3745435903785, 42.3745484355431, 42.3746074297151, 42.3746300704732, 42.3745958902095, 42.3745435903785)))",0
157-19,13723,2036000,2931500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1174324579671, -71.1174730733066, -71.1177564360242, -71.1178084608464, -71.1177636201257, -71.1174324579671, 42.3803478877203, 42.3799357264548, 42.3799476445658, 42.3799498754606, 42.3803633948316, 42.3803478877203)))",0.4098641167589331
161-85,95636,37286300,43763500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.116803328129, -71.117164537818, -71.1175516384215, -71.1176203663966, -71.1176501908343, -71.1176314891691, -71.1172467336863, -71.1170487538421, -71.1170445635041, -71.1170186904063, -71.116270456687, -71.1162660983449, -71.1162619291933, -71.1162580232437, -71.1162543393284, -71.1162508774471, -71.116247896806, -71.1162453640621, -71.116243086362, -71.1162412567256, -71.1162396536186, -71.1162385272561, -71.1162380669949, -71.1162378699356, -71.1162381127813, -71.1162388408625, 
-71.1162397868149, -71.1162414452189, -71.116803328129, 42.3700685587695, 42.3701548278476, 42.370253964974, 42.3702715831802, 42.3702792405313, 42.3703121072634, 42.3709488249941, 42.3712843151661, 42.37129184742, 42.3713233181345, 42.3710546492919, 42.3710532627154, 42.3710511907512, 42.3710484336463, 42.371045677282, 42.3710429216582, 42.3710401401991, 42.3710367290971, 42.3710339774237, 42.3710305686673, 42.3710264197664, 42.3710229859154, 42.3710195542867, 42.3710154375174, 42.3710120082344, 
42.3710078945516, 42.3710044676142, 42.3710010276184, 42.3700685587695)))",0.4600418508127102
136-21,8700,4324300,5540200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1133431047793, -71.1134561859441, -71.1134718550339, -71.1137699717171, -71.1136451654161, -71.1133431047793, 42.3721802074373, 42.371952143298, 42.3719254412253, 42.3720060207339, 42.3722635445922, 42.3721802074373)))",0.4383699123118252
166-35,3311,872000,662400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1239668775806, -71.1240772249135, -71.1242350220864, -71.1241256289255, -71.1241242254243, -71.1241193869397, -71.1239668775806, 42.3736286240732, 42.3734684565303, 42.3735314271707, 42.3736867684132, 42.373686297335, 42.3736846899634, 42.3736286240732)))",0.5683003128258602
161-3,13649,301400,1943600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1180836995973, -71.1182109715211, -71.1185119602539, -71.118376933413, -71.1183538626434, -71.1182509990213, -71.1182444525698, -71.1179596052277, -71.1179743674591, -71.1180836995973, 42.371452400459, 42.3712490754514, 42.3713509187797, 42.3715761709769, 42.3715664901763, 42.3717479437435, 42.3717595843314, 42.371656421891, 42.3716324877127, 42.371452400459)))",0.13425389755011136
147-62,3045,0,345900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.110013142089, -71.1100675544757, -71.1100699700912, -71.1101139560735, -71.1101145882669, -71.1101154957395, -71.1101587372792, -71.1101612360624, -71.1102676892172, -71.1102714770962, -71.1104133878387, -71.1104596811807, -71.1104604023128, -71.1104606994208, -71.1104972504026, -71.1104962171446, -71.1105316207713, -71.1105301700741, -71.110560674171, -71.1105897380546, -71.1105133790773, -71.110455760342, -71.1100097541596, -71.110013142089, 42.3802080001739, 42.3802039853263, 42.3802188946697, 
42.3802162996755, 42.380221817398, 42.3802307112592, 42.3802287997423, 42.3802377264361, 42.3802305409176, 42.3802525063067, 42.3802392666071, 42.380234621242, 42.3802257054574, 42.3802195323067, 42.3802162259737, 42.3801977000053, 42.3801943897769, 42.3801775362781, 42.3801755549057, 42.380259072145, 42.3802656738316, 42.3802702808713, 42.3803085588433, 42.3802080001739)))",0
136-13,14892,8358200,8314800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1133604745779, -71.1131937751876, -71.1132937264113, -71.1137669388366, -71.11367222557, -71.1133604745779, 42.3736490313244, 42.3736031936994, 42.3733380406394, 42.3734116623914, 42.3737344589816, 42.3736490313244)))",0.5013015054279374
212-35,9166,1523900,1041400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1229184124311, -71.1232844289524, -71.1232950147891, -71.1234422342048, -71.1230789518054, -71.1229184124311, 42.3816906981128, 42.3815231370667, 42.38153552003, 42.3817123082771, 42.3818805647944, 42.3816906981128)))",0.5940435816473707
169-14,14951,10657100,15034700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1210528576728, -71.1212457207234, -71.1214318642168, -71.1216261404775, -71.1217867021995, -71.1213464118118, -71.121286331946, -71.121228998812, -71.1210528576728, 42.3745643943186, 42.3744573246698, 42.3743536626736, 42.3742452250008, 42.3744275477607, 42.3746751238278, 42.3747085409283, 42.3747405950057, 42.3745643943186)))",0.41480550214465317
157-6,7084,1388200,1476600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1180745392766, -71.1181042572901, -71.1183306661486, -71.1183002178323, -71.118299991138, -71.1182204745564, -71.1180745392766, 42.3807033198695, 42.3803789324417, 42.3803899740404, 42.380713673082, 42.3807136723299, 42.3807099783983, 42.3807033198695)))",0.48457134878525554
167-98,3230,0,366900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1235272217941, -71.1236239798606, -71.1237008160022, -71.1236857701056, -71.1236520637873, -71.1236192906768, -71.1235874183409, -71.1235567423553, -71.1235272217941, 42.3748599601687, 42.3748074534146, 42.3749181536444, 42.374915360355, 42.374907703892, 42.3748987058776, 42.3748875978665, 42.3748744631488, 42.3748599601687)))",0
132-153,31823,26486900,29073500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1157491237603, -71.1157691874378, -71.1159375464136, -71.1158807899899, -71.1159454460935, -71.1160112986576, -71.1161632514366, -71.1165281663938, -71.1165012893052, -71.1162283874629, -71.116203154844, -71.1161061464612, -71.1161060015395, -71.116087221926, -71.1157756393932, -71.1157491237603, 42.3708697419895, 42.3708382521507, 42.3705733251616, 42.3705532411027, 42.3704546702969, 42.3703540453911, 42.3701213061641, 42.3702494367496, 42.3702939383637, 42.3707485446213, 42.3707903075739, 
42.3709573998565, 42.3709576506272, 42.3709902381513, 42.3708787762451, 42.3708697419895)))",0.4767226297866826
208-15,150780,15638600,17630000,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1266664937363, -71.1266815536425, -71.1266960913288, -71.1267106619784, -71.1267250065066, -71.1267388617792, -71.1267524579684, -71.1267702492554, -71.1267870701327, -71.1268025175151, -71.1268169985368, -71.1268301390272, -71.1268418319981, -71.1268521884853, -71.1270325409606, -71.127156030347, -71.1271573876719, -71.1271585599348, -71.1271597321978, -71.1271603862871, -71.1271608183021, -71.1271612504788, -71.1271612341384, -71.1271609999299, -71.1271605436469, -71.1271598282769, 
-71.1271588908324, -71.1271577313133, -71.1271563127072, -71.1271547460513, -71.1271528503282, -71.1271507284858, -71.1271486475386, -71.1270697737859, -71.126917145542, -71.1263875349758, -71.1261575253673, -71.1256857093079, -71.1256720109805, -71.1256590077714, -71.1256469298789, -71.125635547104, -71.1256253117229, -71.1256159975977, -71.125603640753, -71.1255908027345, -71.1255773025393, -71.125572998229, -71.1255696521887, -71.1255674205948, -71.1255663693501, -71.1255720666403, -71.1255800217221, 
-71.1255900906077, -71.1256024953762, -71.1256178575862, -71.1256329647788, -71.1256478458438, -71.1256625048424, -71.1256771638525, -71.1256916007959, -71.1257058156723, -71.1257197714685, -71.1257335050347, -71.1257472348765, -71.1257607465481, -71.1257641522276, -71.1257650531959, -71.1257655140668, -71.1257654895452, -71.1257649882377, -71.1257642976422, -71.1257628708442, -71.1257612221298, -71.1257591289329, -71.1257568138193, -71.1257540175349, -71.1257507441397, -71.1257472486653, -71.1257435311118, 
-71.1257395955394, -71.1257080734691, -71.1256770284986, -71.1256464236142, -71.125616036736, -71.1256002695884, -71.1255972633989, -71.1255942242578, -71.1255912221298, -71.1255879979227, -71.1255847367024, -71.125581257465, -71.1255780373196, -71.1255747842231, -71.1255715640778, -71.1255683109814, -71.1255653210393, -71.1255623271977, -71.1255595591722, -71.1255568283226, -71.1255544676047, -71.1255521849753, -71.125549865333, -71.1255480268619, -71.1255464474829, -71.1250852911124, -71.124997922214, 
-71.12529556776, -71.125511984998, -71.1256812906779, -71.1263271148211, -71.1263306020796, -71.1265191880122, -71.1265365912969, -71.1265546935958, -71.1265732322591, -71.1265924288748, -71.1266118805226, -71.1266318052259, -71.1266516848154, -71.1266664937363, 42.3821797032334, 42.3821804381181, 42.3821818573229, 42.3821839626493, 42.3821867532567, 42.3821909143081, 42.3821950745172, 42.3822033644331, 42.3822130232313, 42.3822233635882, 42.3822343868249, 42.3822467777447, 42.3822598499845, 42.3822736039048, 
42.3824450068155, 42.3825682040204, 42.3825702664684, 42.3825723283167, 42.3825743901649, 42.3825764503339, 42.3825785097833, 42.3825805417925, 42.3825833132459, 42.3825853705363, 42.3825874271069, 42.3825894828379, 42.3825915378493, 42.3825935921409, 42.382595645593, 42.3825976985652, 42.3825990644546, 42.3826011156275, 42.3826025083572, 42.3826399561817, 42.3827128651011, 42.3829615424679, 42.3830506634613, 42.3832268076405, 42.3832336232367, 42.3832418131257, 42.383250006024, 42.3832595732157, 
42.3832691441398, 42.3832794040772, 42.3832972002926, 42.3833149949407, 42.383332101416, 42.3833526678993, 42.3833739235173, 42.3833944967457, 42.3834157598317, 42.3834349868314, 42.3834542211784, 42.3834727763873, 42.3834906531803, 42.3835153997589, 42.3835394594892, 42.3835642044979, 42.3835889487819, 42.3836136930639, 42.3836384366215, 42.3836631794546, 42.3836879214429, 42.3837126901471, 42.3837380899724, 42.3837628305105, 42.3837690157351, 42.3837731347635, 42.3837765663441, 42.3837807098028, 
42.383784110813, 42.3837882246644, 42.3837916501049, 42.3837950473828, 42.3837984980963, 42.3838019206472, 42.3838053416328, 42.3838080750501, 42.383810807745, 42.3838135397173, 42.383815584964, 42.3838257726642, 42.3838366479243, 42.3838482106243, 42.3838604600418, 42.3838665828806, 42.3838679451305, 42.3838686212568, 42.3838692975035, 42.3838699730274, 42.3838706484307, 42.3838706371082, 42.3838706266287, 42.3838699300257, 42.383869919546, 42.3838692229428, 42.3838678411796, 42.3838671179792, 42.3838657643787, 
42.3838643834585, 42.3838630037428, 42.383860938265, 42.3838588726666, 42.3838568086342, 42.3838547454451, 42.3830869633397, 42.3829213486352, 42.382780313003, 42.3826801732205, 42.3826038903389, 42.3823000263779, 42.3822986656712, 42.3822100958778, 42.3822026061904, 42.3821958322266, 42.3821903768279, 42.3821863230354, 42.382182956084, 42.3821809626975, 42.3821803411942, 42.3821797032334)))",0.4700708776443854
229-110,0,1200900,0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.131651267743, -71.1318460421593, -71.1320392115981, -71.1321721019941, -71.1325077573492, -71.1326021479219, -71.1326833609082, -71.1327726348232, -71.1327670470411, -71.1325967407452, -71.1325824981553, -71.1323123272081, -71.1322141979124, -71.1321143126805, -71.1318296388968, -71.131651267743, 42.3834395182066, 42.3832027800392, 42.3829680944494, 42.3830295748302, 42.3831856871137, 42.383229207591, 42.3832665117744, 42.3833052136617, 42.3833113699714, 42.3835228052247, 42.3835405961606, 
42.3834210522662, 42.3835366753425, 42.3836550367828, 42.3835217250598, 42.3834395182066)))",1
229-110,0,1017000,0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.131651267743, -71.1318460421593, -71.1320392115981, -71.1321721019941, -71.1325077573492, -71.1326021479219, -71.1326833609082, -71.1327726348232, -71.1327670470411, -71.1325967407452, -71.1325824981553, -71.1323123272081, -71.1322141979124, -71.1321143126805, -71.1318296388968, -71.131651267743, 42.3834395182066, 42.3832027800392, 42.3829680944494, 42.3830295748302, 42.3831856871137, 42.383229207591, 42.3832665117744, 42.3833052136617, 42.3833113699714, 42.3835228052247, 42.3835405961606, 
42.3834210522662, 42.3835366753425, 42.3836550367828, 42.3835217250598, 42.3834395182066)))",1
229-110,0,924400,0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.131651267743, -71.1318460421593, -71.1320392115981, -71.1321721019941, -71.1325077573492, -71.1326021479219, -71.1326833609082, -71.1327726348232, -71.1327670470411, -71.1325967407452, -71.1325824981553, -71.1323123272081, -71.1322141979124, -71.1321143126805, -71.1318296388968, -71.131651267743, 42.3834395182066, 42.3832027800392, 42.3829680944494, 42.3830295748302, 42.3831856871137, 42.383229207591, 42.3832665117744, 42.3833052136617, 42.3833113699714, 42.3835228052247, 42.3835405961606, 
42.3834210522662, 42.3835366753425, 42.3836550367828, 42.3835217250598, 42.3834395182066)))",1
167-96,40083,3684600,4553500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1229173671568, -71.1235272217941, -71.1235567423553, -71.1235874183409, -71.1236192906768, -71.1236520637873, -71.1236857701056, -71.1237008160022, -71.1237199656981, -71.1238345146886, -71.1238903248087, -71.1238842435283, -71.1236719740624, -71.1233296795643, -71.1232980781576, -71.1232671510847, -71.1232367051327, -71.1232067443882, -71.1231901397483, -71.1231744603174, -71.123159233164, -71.1231451943645, -71.1231186713377, -71.1230928555663, -71.1230677100425, -71.123043308783, 
-71.1230198368285, -71.1230097045755, -71.1229173671568, 42.3751934254008, 42.3748599601687, 42.3748744631488, 42.3748875978665, 42.3748987058776, 42.374907703892, 42.374915360355, 42.3749181536444, 42.374921646373, 42.3749453181661, 42.3752562941231, 42.3752645064528, 42.375567032054, 42.3754424285925, 42.3754292907781, 42.3754147831278, 42.3754002770449, 42.3753850865254, 42.3753767999246, 42.3753685163521, 42.3753588622236, 42.3753485259683, 42.375334032705, 42.375318855735, 42.3753029949376, 
42.3752864505556, 42.3752692231961, 42.3752616437967, 42.3751934254008)))",0.44726332528131485
