gisid,landarea,buildingvalue,landvalue,owner_name,geometry,pct_bldg
157-69,1210316,799792500,422158600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.11585924064, -71.1158824627973, -71.1159073008304, -71.1159332819589, -71.1159601757989, -71.1159884306232, -71.116017158223, -71.1160467656963, -71.1163451101318, -71.1169389475603, -71.1173171845385, -71.117346569707, -71.1176316892789, -71.1176601157288, -71.1176889945814, -71.1177181079295, -71.1177472626005, -71.1177805166069, -71.1178138491109, -71.1178471484222, -71.1178804520458, -71.1179137598148, -71.1179998007416, -71.1180307686809, -71.1180617694873, -71.1180927374298, 
-71.1181237752488, -71.1181547020439, -71.1181880015358, -71.118220848643, -71.1182536504628, -71.1182857737098, -71.118317670771, -71.1183520885677, -71.1183862760404, -71.1184204635214, -71.118454169898, -71.1184879050147, -71.1185054551682, -71.1185384788591, -71.1185710584566, -71.1186033378581, -71.1186354280908, -71.1186670330857, -71.1186977170112, -71.1187284009481, -71.1187588669794, -71.1187895877821, -71.1188205309795, -71.1188511820874, -71.118884909067, -71.1189181466764, -71.1189509031841, 
-71.1189829894131, -71.119014845502, -71.1190457349132, -71.1190761803983, -71.1194200044925, -71.1194525102715, -71.1194751224407, -71.1194967682591, -71.1195200218441, -71.1195416758023, -71.1195614381889, -71.1195764826034, -71.1195793788942, -71.1195814390174, -71.1196014357335, -71.1196193188247, -71.1196353843612, -71.1196493362694, -71.1196612115561, -71.1196724084333, -71.1196820098025, -71.1196902007078, -71.1196967632186, -71.1197220597842, -71.1197735289182, -71.1197824189384, -71.1197908319694, 
-71.1197983526601, -71.119805133171, -71.1198114654514, -71.119814388971, -71.1199755280114, -71.1199759350258, -71.1196828015597, -71.1194123670698, -71.1193943022314, -71.1193670252148, -71.1193590452201, -71.1194115455126, -71.1198412594258, -71.1199563654098, -71.1199397622527, -71.1199233893245, -71.1198956072469, -71.1198625402553, -71.1198505759466, -71.1198486677607, -71.1198472116153, -71.1198273380341, -71.1198251458539, -71.1198075874113, -71.1198067651536, -71.1198060248353, -71.1197944920877, 
-71.1197783404443, -71.1197677988658, -71.1197611686975, -71.1197501910725, -71.1194002869312, -71.1193244353856, -71.1191405823137, -71.1175935628533, -71.116911295842, -71.1166085899235, -71.1166442774539, -71.1167145220415, -71.1167149952681, -71.1167230763029, -71.1167255326717, -71.1167257921512, -71.1167253072701, -71.1167244564454, -71.1167228941129, -71.1167210727098, -71.1167187701753, -71.1167160193619, -71.1165839580223, -71.1164519438974, -71.1163433825002, -71.1162842034884, -71.1161524064504, 
-71.1160545577233, -71.1159049943952, -71.1158669985081, -71.11585924064, 42.3764227414584, 42.3764077266083, 42.3763947752021, 42.3763825136247, 42.3763723131418, 42.3763634892313, 42.3763560389277, 42.3763499635891, 42.3762871593014, 42.376161538913, 42.3760818476656, 42.3760757712535, 42.3761309147048, 42.3761364973285, 42.3761407094131, 42.3761428642163, 42.376144305691, 42.3761471876955, 42.376149329052, 42.3761508391522, 42.3761516357986, 42.3761517464313, 42.3761527181919, 42.3761541930566, 
42.3761563540398, 42.3761578288878, 42.3761599899771, 42.3761621506896, 42.376163633251, 42.3761664863369, 42.3761707112987, 42.3761769920528, 42.3761839580652, 42.3761902464137, 42.3761979060233, 42.3762055656228, 42.3762132236164, 42.3762222537309, 42.3762271140569, 42.3762375138327, 42.3762479121266, 42.3762589954335, 42.376270764122, 42.3762832172108, 42.3762949812201, 42.3763067452211, 42.3763178224741, 42.3763296140216, 42.3763413514163, 42.3763524292579, 42.3763628312637, 42.3763746036739, 
42.3763863744808, 42.376398829076, 42.3764126274947, 42.3764271636024, 42.3764416707911, 42.3766191153099, 42.3766356872667, 42.3766481103827, 42.3766612163157, 42.3766777576502, 42.3766956657249, 42.3767142535575, 42.3767309855426, 42.3767342073979, 42.3767362722633, 42.3767589769695, 42.3767823607009, 42.3768064244375, 42.376831167201, 42.3768565891147, 42.3768778926786, 42.376899876984, 42.3769225426434, 42.3769452029187, 42.3770097721954, 42.3771409716768, 42.3771643256563, 42.377186992041, 42.3772103414933, 
42.3772336884988, 42.37725772004, 42.3772700780174, 42.3777878676244, 42.3777940431259, 42.3778452117503, 42.3778882225157, 42.3778888487685, 42.3779258034638, 42.3780218195022, 42.3780247372688, 42.3780456409684, 42.3780512350142, 42.3781966158522, 42.3783406254092, 42.3785847832351, 42.3788768899072, 42.3789831830504, 42.3789989277013, 42.3790133566928, 42.3791978296598, 42.3792177169152, 42.379380299852, 42.3793877884425, 42.3793939601507, 42.3795023127538, 42.379652497135, 42.3797498767308, 42.3798122823774, 
42.3799144626468, 42.3798954691586, 42.3798917881109, 42.3798822613854, 42.3798044117174, 42.3797733291326, 42.3797592864244, 42.3794404073119, 42.3788424342305, 42.3788376336853, 42.3787683728502, 42.3787478005114, 42.3787416272192, 42.3787361374644, 42.3787299604731, 42.3787251531461, 42.378720344956, 42.3787155351629, 42.3787114098936, 42.3783645310206, 42.378010105928, 42.3777188724853, 42.3775602050441, 42.3772071522909, 42.3769440809835, 42.3765429747874, 42.3764433478977, 42.3764227414584)))",0.654520872398249
155-33,21528,2183100,2032900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1187216553037, -71.1185021858319, -71.1183231630238, -71.1183332943498, -71.1184050125028, -71.1184061338533, -71.1188339922928, -71.1189380884475, -71.1189370845846, -71.1193804310661, -71.1193922381355, -71.1193796960827, -71.1193701694448, -71.1193697416569, -71.1187216553037, 42.3833740717554, 42.383364426013, 42.3833563135123, 42.3832108567126, 42.3832131800959, 42.3831438961329, 42.3831590347621, 42.3831628096701, 42.3831758406614, 42.3831944586375, 42.3831944976977, 42.3833165671622, 
42.3833988576364, 42.383402286304, 42.3833740717554)))",0.5178130929791271
212-29,23369,5396000,3888800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1228568471131, -71.1227075157905, -71.122509743854, -71.1225890177891, -71.122896485695, -71.1231585629496, -71.1232485997811, -71.1232844289524, -71.1229184124311, -71.1228568471131, 42.3816184645532, 42.381442354638, 42.3812091461922, 42.3811792215358, 42.3810601768233, 42.3813718011732, 42.3814798281271, 42.3815231370667, 42.3816906981128, 42.3816184645532)))",0.5811649146992934
212-32,9121,3767600,2066500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1233808192174, -71.1232420707297, -71.1232340222994, -71.123596988821, -71.1236089730719, -71.1237525708577, -71.1233932063708, -71.1233808192174, 42.3822361965411, 42.3820724977379, 42.3820628671477, 42.3818980391957, 42.3819117987371, 42.3820817145512, 42.3822506708801, 42.3822361965411)))",0.6457894105346155
143-17,133211,46207100,15132800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.117346569707, -71.1173171845385, -71.1169389475603, -71.1163451101318, -71.1160467656963, -71.116017158223, -71.1159884306232, -71.1159601757989, -71.1159332819589, -71.1159073008304, -71.1158824627973, -71.11585924064, -71.1158271526332, -71.1158041668564, -71.1157828141731, -71.1149769451662, -71.114967843329, -71.1142163230551, -71.114364542931, -71.1143720903819, -71.1143811509904, -71.1143923538984, -71.1144054030373, -71.114420076356, -71.1144365959041, -71.1144542543399, -71.1144735327724, 
-71.1144941761579, -71.1145131789594, -71.1145328763844, -71.1145535276595, -71.1145746146692, -71.1145961414279, -71.1146178822079, -71.1146400955669, -71.1147477880058, -71.1155085079805, -71.1157260042886, -71.115857522855, -71.1159092846443, -71.1159404905913, -71.1159714416499, -71.1160024213904, -71.1160333682929, -71.1160643480441, -71.1160950687416, -71.1161297366899, -71.1161643721348, -71.1161990444292, -71.1162339017735, -71.117346569707, 42.3760757712535, 42.3760818476656, 42.376161538913, 
42.3762871593014, 42.3763499635891, 42.3763560389277, 42.3763634892313, 42.3763723131418, 42.3763825136247, 42.3763947752021, 42.3764077266083, 42.3764227414584, 42.3763375680951, 42.3762771217624, 42.3762098207, 42.3763964672808, 42.3763717401749, 42.3765242624337, 42.3758147308627, 42.3757969196964, 42.3757797996198, 42.3757633727415, 42.3757476380684, 42.3757325948557, 42.3757182438469, 42.3757052686887, 42.3756936709928, 42.3756827913266, 42.3756739093315, 42.3756664291376, 42.3756603241723, 
42.375655592699, 42.375651576154, 42.3756488774764, 42.3756475798544, 42.3756664630448, 42.3757520162992, 42.3757774396798, 42.3757915992904, 42.3758000043407, 42.3758049106531, 42.3758091300882, 42.3758147216465, 42.375819627069, 42.3758252186106, 42.3758308092793, 42.3758384986059, 42.3758454469143, 42.3758524227758, 42.3758593992441, 42.3760757712535)))",0.7532959786370699
214-58,2804,1088400,1151300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1240987738799, -71.1241045557241, -71.1242199250037, -71.1242350066553, -71.1242162547183, -71.1243194549751, -71.1242215921673, -71.1242049005446, -71.1241939810265, -71.1240987738799, 42.3798800462818, 42.3798786931394, 42.3798468272384, 42.3798811773483, 42.3798852322002, 42.3800701078069, 42.3801143792955, 42.3801204989261, 42.3800957666475, 42.3798800462818)))",0.48595794079564225
132-133,1868,307800,1031400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1152089940064, -71.1152972176533, -71.1153575137461, -71.1154129335586, -71.1153696766291, -71.115326941843, -71.1152089940064, 42.3699671937782, 42.3698330291781, 42.3698490092544, 42.3698636009577, 42.3699361743195, 42.3700080633915, 42.3699671937782)))",0.22983870967741934
170-29,4485,8875800,6459800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1235482383614, -71.1236580087675, -71.1238641487352, -71.1238612072168, -71.1235482383614, 42.3759487390287, 42.3757371187454, 42.3758057086869, 42.3759518208199, 42.3759487390287)))",0.5787709642922351
147-35,16601,3201300,1886000,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1114117543006, -71.1114161257765, -71.1114205344315, -71.1116516205387, -71.1119645155362, -71.1119362746501, -71.1119452665642, -71.1119366674122, -71.1115112466344, -71.1115096392272, -71.1114966319317, -71.111378333711, -71.1113767221024, -71.1113753737846, -71.1113744695955, -71.111374009535, -71.1113738085495, -71.1113740476453, -71.1113747717586, -71.1113757181047, -71.1113771455898, -71.1113787539125, -71.1113808846005, -71.1113831591153, -71.1113857667262, -71.1113887772388, 
-71.1113920510416, -71.1113957647568, -71.1113994784719, -71.1114034100353, -71.1114073415986, -71.1114117543006, 42.3796773647537, 42.3796766935018, 42.3796759949345, 42.3796781747034, 42.3796902067746, 42.3798472095082, 42.3800043378243, 42.3800063668707, 42.380013849309, 42.380010413794, 42.3799829291733, 42.3797314472429, 42.3797286977291, 42.3797252630871, 42.3797218299455, 42.3797183983041, 42.3797149675379, 42.379712196835, 42.3797087966345, 42.379705369744, 42.3797019444788, 42.3796992058419, 
42.379695782952, 42.3796930465654, 42.3796903113039, 42.3796882634209, 42.3796855304096, 42.3796834849016, 42.3796814393936, 42.3796800806387, 42.3796787218837, 42.3796773647537)))",0.6292728952489532
132-109,3200,1978400,1286200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1153816249647, -71.1154039020477, -71.1154774768354, -71.1156136967086, -71.1155593225475, -71.1155206534229, -71.1153816249647, 42.3697969524452, 42.3697483195923, 42.3695948973407, 42.3696310256133, 42.3697488391429, 42.3698337762351, 42.3697969524452)))",0.6060160509710225
136-11,6306,881700,1771900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.113344244432, -71.1133940880652, -71.1135606857158, -71.1138453704687, -71.1138063951973, -71.113344244432, 42.3732044643082, 42.3730722028404, 42.3730981453092, 42.3731429790609, 42.3732773352625, 42.3732044643082)))",0.3322656014470907
136-34,15059,4740900,6072200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1135606857158, -71.1136348856238, -71.1137105330681, -71.1139894759908, -71.1138453704687, -71.1135606857158, 42.3730981453092, 42.3728377075474, 42.3725704144004, 42.3726461267986, 42.3731429790609, 42.3730981453092)))",0.438440410243131
147-24,18291,3856100,2077900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1104103852473, -71.1104166442854, -71.1104946775958, -71.1105215314879, -71.1106648485797, -71.1111121689149, -71.1111202412937, -71.111128383644, -71.1111364149623, -71.1111445532631, -71.1111524279337, -71.1111600394806, -71.1111681321669, -71.1111755174327, -71.1111828984814, -71.11118957211, -71.1111960236753, -71.1112019941024, -71.1112072941201, -71.111212108782, -71.1112165163269, -71.1112199245834, -71.1112546166679, -71.1108059320193, -71.1104992803428, -71.1104103852473, 
42.3797473819283, 42.3797467171063, 42.3797325749616, 42.3797292357898, 42.3797097989457, 42.3796797550963, 42.3796791238065, 42.3796791513294, 42.3796791784764, 42.3796798645612, 42.3796812906532, 42.3796833744322, 42.3796854598368, 42.3796882288674, 42.3796916839007, 42.3796958225602, 42.3796999604688, 42.3797040967511, 42.3797089167848, 42.3797144211955, 42.3797199242302, 42.3797254238877, 42.3798016890577, 42.3799751064941, 42.3800008233741, 42.3797473819283)))",0.6498314796090326
155-30,24765,565600,1476600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1184061338533, -71.1184152056228, -71.118941690877, -71.1189185194516, -71.1188505355494, -71.1188339922928, -71.1184061338533, 42.3831438961329, 42.3826342158123, 42.382638704858, 42.3829521377404, 42.3829505405046, 42.3831590347621, 42.3831438961329)))",0.2769562236803447
131-65,72912,86051600,49930800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1155966939528, -71.1160398846563, -71.1160410524298, -71.1160442885857, -71.1160515006395, -71.1160605628826, -71.1160784116818, -71.116083756885, -71.1160895419696, -71.1160955819167, -71.1161022879319, -71.1161156874709, -71.1161226441852, -71.1161293747133, -71.1161439005538, -71.1161508077752, -71.1161570489287, -71.1161625828472, -71.1161674136939, -71.1161715743095, -71.1161749948494, -71.1161830565947, -71.1161864313458, -71.1161898597527, -71.1161960384722, -71.1163429295943, 
-71.1165525836918, -71.1167188961478, -71.116820639775, -71.116885066504, -71.1168871138236, -71.1168887170896, -71.1168898392975, -71.1168905174516, -71.1168907103922, -71.1168902044026, -71.1168892543589, -71.1168878602611, -71.1168859809493, -71.1168836288892, -71.1168808286194, -71.1168775884504, -71.1168740892495, -71.1168699241332, -71.116865725835, -71.1168608616213, -71.1168560015627, -71.1168506604451, -71.1168453234828, -71.1168397644932, -71.1168339834761, -71.1168282107706, -71.1168221748775, 
-71.11681569493, -71.1168106377785, -71.1167417981177, -71.1166750719073, -71.1165312051284, -71.1163527277629, -71.1159599952555, -71.1155966939528, 42.3688118621742, 42.3679311219173, 42.3679277231606, 42.3679249624459, 42.367919498367, 42.3679140404635, 42.3679058678107, 42.3679031415752, 42.3679011028267, 42.3678997509477, 42.3678984012915, 42.3678977599935, 42.367897783211, 42.3678984916924, 42.3679012842456, 42.3679033653537, 42.3679054442385, 42.3679082067821, 42.3679109669793, 42.3679144109589, 
42.3679178524687, 42.3679309137333, 42.3679419013003, 42.3679501449698, 42.3679625139309, 42.3682154590029, 42.3685475053018, 42.3688080608011, 42.3689641260846, 42.3690617553775, 42.36906587831, 42.3690699997635, 42.3690741196147, 42.3690782379869, 42.369083040762, 42.3690871551903, 42.3690912681395, 42.3690953796097, 42.3691001754827, 42.3691035977433, 42.3691077045298, 42.3691111238322, 42.3691145422717, 42.3691179310523, 42.3691206885848, 42.3691234164582, 42.3691254583265, 42.369127498592, 42.3691288528523, 
42.3691302063728, 42.3691315591533, 42.3691315399234, 42.3691322058355, 42.3691328702679, 42.3691307953641, 42.3691141015605, 42.3690967287398, 42.3690585181683, 42.3690099016989, 42.3689056882876, 42.3688118621742)))",0.6328142465495534
208-10,3467,474500,906800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1265153790075, -71.1265976972611, -71.1266846542072, -71.1267926487644, -71.1267411571666, -71.1266235953122, -71.1265153790075, 42.3836383696723, 42.3836070801167, 42.3835737475048, 42.3837387417774, 42.3837584692089, 42.3838033648221, 42.3836383696723)))",0.3435169767610222
136-37,31046,10155400,20371300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1133940880652, -71.1129587789868, -71.113016186902, -71.1130953184647, -71.1132159363742, -71.1135209627786, -71.1137105330681, -71.1136348856238, -71.1135606857158, -71.1133940880652, 42.3730722028404, 42.3729554879132, 42.372839057916, 42.3726801952506, 42.3724363508498, 42.3725190122761, 42.3725704144004, 42.3728377075474, 42.3730981453092, 42.3730722028404)))",0.332672709464174
136-22,8435,3541400,8314800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1132645206788, -71.1133604745779, -71.11367222557, -71.1136039285515, -71.1132645206788, 42.3739080236984, 42.3736490313244, 42.3737344589816, 42.373967475814, 42.3739080236984)))",0.29869604088999846
166-80,0,1315800,0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1236963783197, -71.1239642123877, -71.124021939846, -71.1240646741177, -71.1241171960445, -71.124332441769, -71.1246666629266, -71.1247414466348, -71.1246945592388, -71.1246145166301, -71.1246747484069, -71.1247336109746, -71.1246979231376, -71.124607408048, -71.124548615145, -71.1245077773634, -71.124493480113, -71.1244501069373, -71.1242889128697, -71.1241289981151, -71.1240772249135, -71.1239668775806, -71.123921887313, -71.1239776291211, -71.123752302254, -71.1237065936273, -71.1236812228444, 
-71.1236963783197, 42.3734061557115, 42.373018745354, 42.3730381425532, 42.3729712445361, 42.3728889019176, 42.3725507121248, 42.3726677401884, 42.3726940528602, 42.3727625017012, 42.3728802356315, 42.3729016987299, 42.3729231573299, 42.372975178272, 42.373105226349, 42.3731904574347, 42.3732496509753, 42.3732454881971, 42.3732268241181, 42.3734554277611, 42.3733938497506, 42.3734684565303, 42.3736286240732, 42.3736119388178, 42.3735335736983, 42.3734550459175, 42.373437059938, 42.3734280587091, 
42.3734061557115)))",1
137-4,4182,1774800,1117700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1135565263579, -71.1137365925524, -71.1137026107047, -71.1136890000324, -71.1135087363383, -71.1135191986367, -71.1135327424127, -71.1135565263579, 42.3750628876369, 42.375084072939, 42.3752307667021, 42.3753020668755, 42.37527676473, 42.3752301506506, 42.3751698265602, 42.3750628876369)))",0.6135868625756267
221-91,27590,9340300,171626500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1312519092485, -71.131259007337, -71.1312948759582, -71.1313157010762, -71.1313168253442, -71.131329779067, -71.1313358322676, -71.1313452781335, -71.1313557851353, -71.1313646978682, -71.1317272326559, -71.1317141646681, -71.1317019909384, -71.1316963940989, -71.1316788814498, -71.1316606417477, -71.131626420846, -71.1315187004814, -71.1314742797398, -71.1312519092485, 42.3759461179369, 42.3758907053427, 42.3756102392062, 42.3754470612496, 42.3754383112705, 42.3753366301217, 42.3752886283003, 
42.3752173127573, 42.3751226760192, 42.3750602769908, 42.3750861347957, 42.3751821354027, 42.3752898011655, 42.3753357464141, 42.3754831840868, 42.3756347080878, 42.375632567899, 42.3756239906969, 42.3759583307421, 42.3759461179369)))",0.051613334600600774
224-8,50936,7600100,5786300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1263359327829, -71.1265330099469, -71.1270262969213, -71.1272054106721, -71.1272779409233, -71.1275182919977, -71.1275235320114, -71.1276736162895, -71.1276460195735, -71.1276186819251, -71.1275915622937, -71.127564405642, -71.1275377671343, -71.1275113096316, -71.1274848891301, -71.1274589127507, -71.1274324511774, -71.1274062486708, -71.1273802641778, -71.1273545017403, -71.1273292163926, -71.1273041529385, -71.1271416005952, -71.1270998373465, -71.1270943228964, -71.1268911670062, 
-71.1268864021687, -71.126788090728, -71.1266698573345, -71.1266691114064, -71.1263447129585, -71.1263359327829, 42.3796739830163, 42.3794811661763, 42.3794999443329, 42.3795286241326, 42.379587170577, 42.3797820917943, 42.379791026979, 42.3800357347984, 42.380045935735, 42.3800561375036, 42.3800670259882, 42.3800779143466, 42.3800888043761, 42.3801003810023, 42.3801119577422, 42.3801235359142, 42.3801357985258, 42.3801480619705, 42.3801610121321, 42.380173963007, 42.3801876014385, 42.3802012680239, 
42.3801128488383, 42.3800901298035, 42.3800871389038, 42.3799769739228, 42.3799743567507, 42.3799203587614, 42.3798558934519, 42.3798554871388, 42.3796788136524, 42.3796739830163)))",0.567747863503257
132-74,3999,640800,1346200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1153116600578, -71.1154379055133, -71.1154436698807, -71.1155764515822, -71.1154504696573, -71.1153116600578, 42.3694358725419, 42.3691769795254, 42.3691783708351, 42.3692138016447, 42.3694720371123, 42.3694358725419)))",0.3224962254655259
216-35,8529,4659500,3739100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1236278102122, -71.1237849235914, -71.1234359924845, -71.1234342284404, -71.1232866973427, -71.1236278102122, 42.3774657840595, 42.3776515226554, 42.3778253154478, 42.3778232241808, 42.3776505782602, 42.3774657840595)))",0.5547948467601743
155-43,9506,2875400,1314900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1189185194516, -71.118941690877, -71.1192375599914, -71.119259541246, -71.1192354214607, -71.1189185194516, 42.3829521377404, 42.382638704858, 42.3826410564603, 42.3826418152226, 42.3829593336842, 42.3829521377404)))",0.6862038517528578
136-9,7492,2274200,1150800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1137105330681, -71.1135209627786, -71.1135898483053, -71.1135962766922, -71.1140327199656, -71.1140204332914, -71.1139894759908, -71.1137105330681, 42.3725704144004, 42.3725190122761, 42.3723772378621, 42.3723790156635, 42.3724974058937, 42.3725398978136, 42.3726461267986, 42.3725704144004)))",0.664
143-10,5700,2162500,1541300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1127117852864, -71.1127362781659, -71.1127865069726, -71.1129670052804, -71.1129001672089, -71.1127117852864, 42.3756699168627, 42.3755622944846, 42.3753676344323, 42.3753908804442, 42.375693189516, 42.3756699168627)))",0.5838598196446892
160-60,47036,26861700,21523700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.116806276452, -71.116629376535, -71.1169340488645, -71.1175021574363, -71.1175580276839, -71.1174499898989, -71.1172557800443, -71.1172445327898, -71.116806276452, 42.3724099500275, 42.3723620253298, 42.3716667315855, 42.3718106278902, 42.3718245340254, 42.3720594791103, 42.372505431059, 42.3725294042785, 42.3724099500275)))",0.5551612676551191
132-122,4492,1661300,1389400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1136487133014, -71.1136667257465, -71.1137496115497, -71.1138063995796, -71.1139457878388, -71.1139240823319, -71.1139185232806, -71.1139051197241, -71.1136731932069, -71.1136487133014, 42.3701197480441, 42.3700909957498, 42.3699588724576, 42.3699796436998, 42.370030190979, 42.370178984223, 42.3702166966015, 42.3702118494806, 42.3701287485096, 42.3701197480441)))",0.5445635427934572
143-20,79700,56121700,39914300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1133111613539, -71.113322110023, -71.112989086695, -71.113005042497, -71.1130224097239, -71.1130476269865, -71.1130785962822, -71.1131031221735, -71.1135471176939, -71.1136171801432, -71.1142233329773, -71.1140397143574, -71.1133111613539, 42.3763456028244, 42.3762921302289, 42.3762457331742, 42.376172382931, 42.3760921498119, 42.3759749530048, 42.3758309933932, 42.3757178829096, 42.3757728847143, 42.3754753882385, 42.3755631748214, 42.3764331156812, 42.3763456028244)))",0.5843818984547461
142-18,16546,0,0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1118627689664, -71.1116143463818, -71.1115963357506, -71.111636465964, -71.1116371859792, -71.1116443003782, -71.1120510967341, -71.1120631161384, -71.1124181388025, -71.1124091196869, -71.112370863793, -71.1123696870865, -71.1123692221251, -71.1118627689664, 42.3764389174266, 42.3764064304068, 42.3764043115452, 42.376233628552, 42.3762308869107, 42.3761993541004, 42.3762494339542, 42.3762508465231, 42.3762945763097, 42.3763350209819, 42.3764961062985, 42.376500904459, 42.3765043055412, 
42.3764389174266)))",NA
132-152,16160,15022600,12333300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1159572766285, -71.1160325177713, -71.1161289940101, -71.1161954990485, -71.1163203230327, -71.1163715656448, -71.116707297177, -71.1167126052752, -71.1167136609721, -71.1165281663938, -71.1161632514366, -71.1160112986576, -71.1159572766285, 42.3703346565151, 42.3702114243207, 42.3700525899655, 42.3700699623584, 42.3698192959014, 42.36983318719, 42.3699221442553, 42.3699255645961, 42.3699406605273, 42.3702494367496, 42.3701213061641, 42.3703540453911, 42.3703346565151)))",0.5491539302307729
162-63,5090,0,1543500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1187966260407, -71.1188064578573, -71.1189246116934, -71.1190099873533, -71.1191151857353, -71.1190042158122, -71.1191103934271, -71.1190940195016, -71.1187966260407, 42.3717051620164, 42.3716887301555, 42.3714997805467, 42.3715364223299, 42.3715813619089, 42.3717634753186, 42.3717994999024, 42.3718268864203, 42.3717051620164)))",0
143-11,20179,36127200,16886600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1131031221735, -71.1129001672089, -71.1129670052804, -71.1136171801432, -71.1135471176939, -71.1131031221735, 42.3757178829096, 42.375693189516, 42.3753908804442, 42.3754753882385, 42.3757728847143, 42.3757178829096)))",0.6814678442216933
143-6,3217,1358100,633300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1125903482885, -71.1126090978066, -71.113005042497, -71.112989086695, -71.1129869512389, -71.1125903482885, 42.3762032299741, 42.3761209709581, 42.376172382931, 42.3762457331742, 42.3762560162593, 42.3762032299741)))",0.6819825248568846
132-14,3749,965200,1336200,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1149805085548, -71.1149458687112, -71.1150175622242, -71.1150948563347, -71.1152263886049, -71.1151752403534, -71.1151267073786, -71.1150787747199, -71.1149805085548, 42.3702305464648, 42.3702187681933, 42.3701071870977, 42.3699873924703, 42.3700337957929, 42.3701138888896, 42.3701898746003, 42.3702644902608, 42.3702305464648)))",0.41939688885026505
166-73,2760,1551900,750700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1237065936273, -71.123752302254, -71.1239776291211, -71.123921887313, -71.1239183492235, -71.1236938014275, -71.1236536604256, -71.1237065936273, 42.373437059938, 42.3734550459175, 42.3735335736983, 42.3736119388178, 42.373610639252, 42.3735282584845, 42.3735137207875, 42.373437059938)))",0.673977243116477
132-76,2000,328300,978900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1150996939067, -71.1152210680443, -71.1152938172721, -71.1151721843659, -71.1150996939067, 42.3693809679588, 42.369120000817, 42.3691387666646, 42.3693997330155, 42.3693809679588)))",0.2511474908200734
162-11,3999,1564100,1056000,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1189801577164, -71.1191092658407, -71.1191918461134, -71.1192767537323, -71.1192495264836, -71.1191622347313, -71.1190438488337, -71.1190221389175, -71.1189801577164, 42.3720343729026, 42.371833111071, 42.3718669993848, 42.3719015813601, 42.3719491283583, 42.3721015196404, 42.3720585944945, 42.3720502629327, 42.3720343729026)))",0.5969619480172512
